n	lemma	count	status	approvals
5031	χρύσεος	1		
5032	νεωτερικός	1		
5033	ἀπαίδευτος	1		
5034	ἀνεξίκακος	1		
5035	ἀντιδιατίθεμαι	1		
5036	ἀνανήφω	1		
5037	φίλαυτος	1		
5038	ἄσπονδος	1		
5039	ἀκρατής	1		
5040	ἀνήμερος	1		
5041	ἀφιλάγαθος	1		
5042	φιλήδονος	1		
5043	φιλόθεος	1		
5044	ἀποτρέπομαι	1		
5045	ἐνδύνω	1		
5046	γυναικάριον	1		
5047	μηδέποτε	1		
5048	Ἰάννης	1		
5049	Ἰαμβρῆς	1		
5050	καταφθείρω	1		
5051	ἔκδηλος	1		
5052	ἀγωγή	1		
5053	γόης	1		
5054	πιστόομαι	1		
5055	θεόπνευστος	1		
5056	ἐλεγμός	1		
5057	ἐπανόρθωσις	1		
5058	ἄρτιος	1		
5059	ἀκαίρως	1		
5060	ἐπισωρεύω	1		
5061	κνήθομαι	1		
5062	ἀνάλυσις	1		
5063	Κρήσκης	1		
5064	Δαλματία	1		
5065	φαιλόνης	1		
5066	Κάρπος	1		
5067	μεμβράνα	1		
5068	χαλκεύς	1		
5069	Εὔβουλος	1		
5070	Πούδης	1		
5071	Λίνος	1		
5072	Κλαυδία	1		
5073	ἀψευδής	1		
5074	ἐπιδιορθόω	1		
5075	ὀργίλος	1		
5076	φιλάγαθος	1		
5077	ἐγκρατής	1		
5078	ματαιολόγος	1		
5079	φρεναπάτης	1		
5080	ἐπιστομίζω	1		
5081	Ἰουδαϊκός	1		
5082	βδελυκτός	1		
5083	πρεσβῦτις	1		
5084	κατάστημα	1		
5085	ἱεροπρεπής	1		
5086	καλοδιδάσκαλος	1		
5087	σωφρονίζω	1		
5088	φίλανδρος	1		
5089	φιλότεκνος	1		
5090	οἰκουργός	1		
5091	ἀφθορία	1		
5092	ἀκατάγνωστος	1		
5093	σωφρόνως	1		
5094	περιούσιος	1		
5095	περιφρονέω	1		
5096	στυγητός	1		
5097	φροντίζω	1		
5098	αἱρετικός	1		
5099	ἐκστρέφομαι	1		
5100	αὐτοκατάκριτος	1		
5101	Ἀρτεμᾶς	1		
5102	Νικόπολις	1		
5103	Ζηνᾶς	1		
5104	Φιλήμων	1		
5105	Ἀπφία	1		
5106	ἄχρηστος	1		
5107	ἑκούσιος	1		
5108	ἀποτίνω	1		
5109	προσοφείλω	1		
5110	ὀνίνημι	1		
5111	πολυμερῶς	1		
5112	πολυτρόπως	1		
5113	ἀπαύγασμα	1		
5114	χαρακτήρ	1		
5115	εὐθύτης	1		
5116	λειτουργικός	1		
5117	παραρρέω	1		
5118	συνεπιμαρτυρέω	1		
5119	θέλησις	1		
5120	πού	1		
5121	παραπλησίως	1		
5122	δήπου	1		
5123	θεράπων	1		
5124	δοκιμασία	1		
5125	παραπικραίνω	1		
5126	κῶλον	1		
5127	σαββατισμός	1		
5128	τομώτερος	1		
5129	διϊκνέομαι	1		
5130	ἁρμός	1		
5131	μυελός	1		
5132	κριτικός	1		
5133	ἀφανής	1		
5134	τραχηλίζομαι	1		
5135	μετριοπαθέω	1		
5136	καθώσπερ	1		
5137	ἱκετηρία	1		
5138	προσαγορεύω	1		
5139	δυσερμήνευτος	1		
5140	ἄπειρος	1		
5141	ἕξις	1		
5142	αἰσθητήριον	1		
5143	παραπίπτω	1		
5144	ἀνακαινίζω	1		
5145	ἀνασταυρόω	1		
5146	παραδειγματίζω	1		
5147	βοτάνη	1		
5148	γεωργέω	1		
5149	καῦσις	1		
5150	μεσιτεύω	1		
5151	πρόδρομος	1		
5152	κοπή	1		
5153	ἀπάτωρ	1		
5154	ἀμήτωρ	1		
5155	ἀγενεαλόγητος	1		
5156	ἀφομοιόω	1		
5157	ἀκροθίνιον	1		
5158	γενεαλογέομαι	1		
5159	ἔπος	1		
5160	Λευιτικός	1		
5161	κατάδηλος	1		
5162	ἀκατάλυτος	1		
5163	ἐπεισαγωγή	1		
5164	ἔγγυος	1		
5165	ἀπαράβατος	1		
5166	πήγνυμι	1		
5167	ἀφανισμός	1		
5168	θυμιατήριον	1		
5169	στάμνος	1		
5170	Χερούβ	1		
5171	κατασκιάζω	1		
5172	ἀγνόημα	1		
5173	διόρθωσις	1		
5174	δάμαλις	1		
5175	καθαρότης	1		
5176	αἱματεκχυσία	1		
5177	κεφαλίς	1		
5178	ἀνώτερος	1		
5179	πρόσφατος	1		
5180	ἀκλινής	1		
5181	ἐκδοχή	1		
5182	τιμωρία	1		
5183	ἐνυβρίζω	1		
5184	ἄθλησις	1		
5185	θεατρίζω	1		
5186	ὑποστολή	1		
5187	ἔλεγχος	1		
5188	μισθαποδότης	1		
5189	μηδέπω	1		
5190	εὐλαβέομαι	1		
5191	δημιουργός	1		
5192	ἀναρίθμητος	1		
5193	ἐκβαίνω	1		
5194	τρίμηνον	1		
5195	διάταγμα	1		
5196	συγκακουχέομαι	1		
5197	ἀποβλέπω	1		
5198	καρτερέω	1		
5199	πρόσχυσις	1		
5200	ὀλοθρεύω	1		
5201	ἐρυθρός	1		
5202	συναπόλλυμαι	1		
5203	κατάσκοπος	1		
5204	ἐπιλείπω	1		
5205	Γεδεών	1		
5206	Βαράκ	1		
5207	Σαμψών	1		
5208	Ἰεφθάε	1		
5209	καταγωνίζομαι	1		
5210	τυμπανίζω	1		
5211	ἐμπαιγμός	1		
5212	πρίζω	1		
5213	μηλωτή	1		
5214	αἴγειος	1		
5215	δέρμα	1		
5216	προβλέπομαι	1		
5217	νέφος	1		
5218	ὄγκος	1		
5219	εὐπερίστατος	1		
5220	τελειωτής	1		
5221	ἀναλογίζομαι	1		
5222	ἀντικαθίστημι	1		
5223	ἀνταγωνίζομαι	1		
5224	ἐκλανθάνω	1		
5225	ὀλιγωρέω	1		
5226	νόθος	1		
5227	παρίημι	1		
5228	τροχιά	1		
5229	πρωτοτόκια	1		
5230	μετέπειτα	1		
5231	γνόφος	1		
5232	θύελλα	1		
5233	φαντάζομαι	1		
5234	πανήγυρις	1		
5235	εὐαρέστως	1		
5236	δέος	1		
5237	καταναλίσκω	1		
5238	συνδέομαι	1		
5239	βοηθός	1		
5240	αἴνεσις	1		
5241	εὐποιΐα	1		
5242	ὑπείκω	1		
5243	ἀλυσιτελής	1		
5244	ἁπλῶς	1		
5245	ἀνεμίζομαι	1		
5246	ῥιπίζομαι	1		
5247	εὐπρέπεια	1		
5248	μαραίνομαι	1		
5249	ἀπείραστος	1		
5250	ἐξέλκω	1		
5251	παραλλαγή	1		
5252	τροπή	1		
5253	ἀποσκίασμα	1		
5254	ῥυπαρία	1		
5255	ἔμφυτος	1		
5256	ἐπιλησμονή	1		
5257	ποίησις	1		
5258	θρησκός	1		
5259	χρυσοδακτύλιος	1		
5260	προσωπολημπτέω	1		
5261	ἀνέλεος	1		
5262	ἐφήμερος	1		
5263	ἐπιτήδειος	1		
5264	φρίσσω	1		
5265	αὐχέω	1		
5266	ὕλη	1		
5267	τροχός	1		
5268	ἐνάλιον	1		
5269	θανατηφόρος	1		
5270	ὁμοίωσις	1		
5271	χρή	1		
5272	βρύω	1		
5273	ἁλυκός	1		
5274	ἐπιστήμων	1		
5275	δαιμονιώδης	1		
5276	εὐπειθής	1		
5277	ἀδιάκριτος	1		
5278	φιλία	1		
5279	κενῶς	1		
5280	κατοικίζω	1		
5281	ταλαιπωρέω	1		
5282	γέλως	1		
5283	μετατρέπω	1		
5284	κατήφεια	1		
5285	νομοθέτης	1		
5286	ὀλολύζω	1		
5287	σήπω	1		
5288	σητόβρωτος	1		
5289	κατιόομαι	1		
5290	ἀμάω	1		
5291	ἀφυστερέω	1		
5292	βοή	1		
5293	τρυφάω	1		
5294	πρόϊμος	1		
5295	ὄψιμος	1		
5296	κακοπαθία	1		
5297	Ἰώβ	1		
5298	πολύσπλαγχνος	1		
5299	ἀμάραντος	1		
5300	ἀνεκλάλητος	1		
5301	ἐξεραυνάω	1		
5302	προμαρτύρομαι	1		
5303	ἀναζώννυμι	1		
5304	τελείως	1		
5305	ἀπροσωπολήμπτως	1		
5306	πατροπαράδοτος	1		
5307	σπορά	1		
5308	ἀρτιγέννητος	1		
5309	ἄδολος	1		
5310	βασίλειος	1		
5311	ἀγαθοποιός	1		
5312	ἐπικάλυμμα	1		
5313	ἀδίκως	1		
5314	κλέος	1		
5315	ὑπολιμπάνω	1		
5316	ὑπογραμμός	1		
5317	ἀντιλοιδορέω	1		
5318	ἀπογίνομαι	1		
5319	μώλωψ	1		
5320	ἐμπλοκή	1		
5321	περίθεσις	1		
5322	ἔνδυσις	1		
5323	πτόησις	1		
5324	συνοικέω	1		
5325	γυναικεῖος	1		
5326	ἀπονέμω	1		
5327	ὁμόφρων	1		
5328	συμπαθής	1		
5329	φιλάδελφος	1		
5330	ταπεινόφρων	1		
5331	ῥύπος	1		
5332	ἐπερώτημα	1		
5333	ὁπλίζομαι	1		
5334	ἐπίλοιπος	1		
5335	βιόω	1		
5336	οἰνοφλυγία	1		
5337	πότος	1		
5338	ἀνάχυσις	1		
5339	ἐκτενής	1		
5340	ἀλλοτριεπίσκοπος	1		
5341	κτίστης	1		
5342	ἀγαθοποιΐα	1		
5343	συμπρεσβύτερος	1		
5344	ἀναγκαστῶς	1		
5345	αἰσχροκερδῶς	1		
5346	προθύμως	1		
5347	ἀρχιποίμην	1		
5348	ἀμαράντινος	1		
5349	ἐγκομβόομαι	1		
5350	κραταιός	1		
5351	ὠρύομαι	1		
5352	σθενόω	1		
5353	ἐπιμαρτυρέω	1		
5354	συνεκλεκτός	1		
5355	ἰσότιμος	1		
5356	μέγιστος	1		
5357	παρεισφέρω	1		
5358	μυωπάζω	1		
5359	λήθη	1		
5360	ἑκάστοτε	1		
5361	μνήμη	1		
5362	ἐπόπτης	1		
5363	τοιόσδε	1		
5364	μεγαλοπρεπής	1		
5365	προφητικός	1		
5366	αὐχμηρός	1		
5367	διαυγάζω	1		
5368	φωσφόρος	1		
5369	ἐπίλυσις	1		
5370	ψευδοδιδάσκαλος	1		
5371	παρεισάγω	1		
5372	πλαστός	1		
5373	ἀργέω	1		
5374	σειρά	1		
5375	ταρταρόω	1		
5376	τεφρόω	1		
5377	βλέμμα	1		
5378	ἐγκατοικέω	1		
5379	μιασμός	1		
5380	τολμητής	1		
5381	μείζων	1		
5382	ἅλωσις	1		
5383	μῶμος	1		
5384	ἐντρυφάω	1		
5385	ἀκατάπαυστος	1		
5386	Βοσόρ	1		
5387	ἔλεγξις	1		
5388	παρανομία	1		
5389	παραφρονία	1		
5390	ὁμίχλη	1		
5391	ὀλίγως	1		
5392	μίασμα	1		
5393	ἐξέραμα	1		
5394	ὗς	1		
5395	κυλισμός	1		
5396	βόρβορος	1		
5397	ἐμπαιγμονή	1		
5398	κατακλύζω	1		
5399	βραδύτης	1		
5400	ῥοιζηδόν	1		
5401	τήκομαι	1		
5402	ἀμώμητος	1		
5403	δυσνόητος	1		
5404	ἀμαθής	1		
5405	στρεβλόω	1		
5406	στηριγμός	1		
5407	νίκη	1		
5408	χάρτης	1		
5409	μειζότερος	1		
5410	φιλοπρωτεύω	1		
5411	Διοτρέφης	1		
5412	φλυαρέω	1		
5413	ἐπαγωνίζομαι	1		
5414	παρεισδύω	1		
5415	ἐκπορνεύω	1		
5416	δεῖγμα	1		
5417	ὑπέχω	1		
5418	φυσικῶς	1		
5419	Κόρε	1		
5420	σπιλάς	1		
5421	φθινοπωρινός	1		
5422	ἐπαφρίζω	1		
5423	πλανήτης	1		
5424	ἀσεβέω	1		
5425	γογγυστής	1		
5426	μεμψίμοιρος	1		
5427	ἀποδιορίζω	1		
5428	ἄπταιστος	1		
5429	Πάτμος	1		
5430	ποδήρης	1		
5431	Ἀντιπᾶς	1		
5432	Βαλάκ	1		
5433	Ἰεζάβελ	1		
5434	νεφρός	1		
5435	κεραμικός	1		
5436	χλιαρός	1		
5437	ἐμέω	1		
5438	κολλούριον	1		
5439	ἐγχρίω	1		
5440	ζηλεύω	1		
5441	σμαράγδινος	1		
5442	κατασφραγίζω	1		
5443	τόξον	1		
5444	κριθή	1		
5445	τρίχινος	1		
5446	ὄλυνθος	1		
5447	Ῥουβήν	1		
5448	Γάδ	1		
5449	Ἰσσαχάρ	1		
5450	ἡμιώριον	1		
5451	Ἄψινθος	1		
5452	ἄψινθος	1		
5453	πλήσσω	1		
5454	Ἀβαδδών	1		
5455	Ἑλληνικός	1		
5456	Ἀπολλύων	1		
5457	ἱππικόν	1		
5458	δισμυριάς	1		
5459	πύρινος	1		
5460	ὑακίνθινος	1		
5461	θειώδης	1		
5462	χαλκοῦς	1		
5463	φάρμακον	1		
5464	κλέμμα	1		
5465	μυκάομαι	1		
5466	κατήγωρ	1		
5467	ποταμοφόρητος	1		
5468	πάρδαλις	1		
5469	ἄρκος	1		
5470	ἄκρατος	1		
5471	βότρυς	1		
5472	ἀκμάζω	1		
5473	μασάομαι	1		
5474	βάτραχος	1		
5475	Ἁρμαγεδών	1		
5476	ταλαντιαῖος	1		
5477	στρῆνος	1		
5478	διπλόω	1		
5479	σιρικός	1		
5480	θύϊνος	1		
5481	ἐλεφάντινος	1		
5482	σίδηρος	1		
5483	μάρμαρος	1		
5484	κιννάμωμον	1		
5485	ἄμωμον	1		
5486	σεμίδαλις	1		
5487	ῥεδή	1		
5488	ὀπώρα	1		
5489	λιπαρός	1		
5490	τιμιότης	1		
5491	μύλινος	1		
5492	ὅρμημα	1		
5493	μουσικός	1		
5494	σαλπιστής	1		
5495	μηρός	1		
5496	πελεκίζω	1		
5497	Γώγ	1		
5498	Μαγώγ	1		
5499	κυκλεύω	1		
5500	φαρμακός	1		
5501	κρυσταλλίζω	1		
5502	τετράγωνος	1		
5503	ἐνδώμησις	1		
5504	σάπφιρος	1		
5505	χαλκηδών	1		
5506	σμάραγδος	1		
5507	σαρδόνυξ	1		
5508	χρυσόλιθος	1		
5509	βήρυλλος	1		
5510	τοπάζιον	1		
5511	χρυσόπρασος	1		
5512	ὑάκινθος	1		
5513	δωδέκατος	1		
5514	ἀμέθυστος	1		
5515	διαυγής	1		
5516	κατάθεμα	1		
5517	ῥυπαρεύω	1		
5518	φάρμακος	1		
